id_parroquia,nom_parroquia,Canton_id_canton
110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),1108
110802,MACARA  MANUEL ENRIQUE RENGEL SU,1108
110850,MACARA,1108
110851,LARAMA,1108
110852,LA VICTORIA,1108
110853,SABIANGO (LA CAPILLA),1108
110901,CATACOCHA,1109
110902,LOURDES,1109
110950,CATACOCHA,1109
110951,CANGONAMA,1109
110952,GUACHANAMA,1109
110954,LAURO GUERRERO,1109
110956,ORIANGA,1109
110957,SAN ANTONIO,1109
110958,CASANGA,1109
110959,YAMANA,1109
111050,ALAMOR,1110
111051,CIANO,1110
111052,EL ARENAL,1110
111053,EL LIMO (MARIANA DE JESUS),1110
111054,MERCADILLO,1110
111055,VICENTINO,1110
111150,SARAGURO,1111
111151,EL PARAISO DE CELEN,1111
111152,EL TABLON,1111
111153,LLUZHAPA,1111
111154,MANU,1111
111155,SAN ANTONIO DE QUMBE (CUMBE),1111
111156,SAN PABLO DE TENTA,1111
111157,SAN SEBASTIAN DE YULUC,1111
111158,SELVA ALEGRE,1111
111159,URDANETA (PAQUISHAPA),1111
111160,SUMAYPAMBA,1111
111250,SOZORANGA,1112
111251,NUEVA FATIMA,1112
111252,TACAMOROS,1112
111350,ZAPOTILLO,1113
111351,MANGAHURCO,1113
111352,GARZAREAL,1113
111353,LIMONES,1113
111354,PALETILLAS,1113
111355,BOLASPAMBA,1113
111356,CAZADEROS,1113
111450,PINDAL,1114
111451,CHAQUINAL,1114
111452,12 DE DICIEMBRE (CAB. EN ACHIOTES),1114
111453,MILAGROS,1114
111550,QUILANGA,1115
111551,FUNDOCHAMBA,1115
111552,SAN ANTONIO DE LAS ARADAS CAB. EN L,1115
111650,OLMEDO,1116
111651,LA TINGUE,1116
120101,CLEMENTE BAQUERIZO,1201
120102,DOCTOR CAMILO PONCE,1201
120103,BARREIRO,1201
120104,EL SALTO,1201
120150,BABAHOYO,1201
120152,CARACOL,1201
120153,FEBRES CORDERO (LAS JUNTAS),1201
120154,PIMOCHA,1201
120155,LA UNION,1201
120250,BABA,1202
120251,GUARE,1202
120252,ISLA DE BEJUCAL,1202
120350,MONTALVO,1203
120351,LA ESMERALDA,1203
120450,PUEBLOVIEJO,1204
120451,PUERTO PECHICHE,1204
120452,SAN JUAN,1204
120501,QUEVEDO,1205
120502,SAN CAMILO,1205
120504,GUAYACAN,1205
120505,NICOLAS INFANTE DIAZ,1205
120506,SAN CRISTOBAL,1205
120507,SIETE DE OCTUBRE,1205
120508,24 DE MAYO,1205
120509,VENUS DEL RIO QUEVEDO,1205
120510,VIVA ALFARO,1205
120550,QUEVEDO,1205
120553,SAN CARLOS,1205
120555,LA ESPERANZA,1205
120650,CATARAMA,1206
120651,RICAURTE,1206
120701,10 DE NOVIEMBRE,1207
120702,VENTANAS,1207
120752,ZAPOTAL,1207
120753,CHACARITA,1207
120754,LOS ANGELES,1207
120801,BALZAR DE VINCES,1208
120802,VINCES CENTRAL,1208
120803,SAN LORENZO DE VINCES,1208
120850,VINCES,1208
120851,ANTONIO SOTOMAYOR CAB. EN PLAYAS,1208
120950,PALENQUE,1209
121001,SAN JACINTO DE BUENA FE,1210
121002,7 DE AGOSTO,1210
121003,11 DE OCTUBRE,1210
121050,SAN JACINTO DE BUENA FE,1210
121051,PATRICIA PILAR,1210
121101,VALENCIA,1211
121102,LA UNION,1211
121103,LA NUEVA UNION,1211
121150,VALENCIA,1211
121250,MOCACHE,1212
121350,QUINSALOMA,1213
130101,PORTOVIEJO,1301
130102,12 DE MARZO,1301
130103,COLON,1301
130104,PICOAZA,1301
130105,SAN PABLO,1301
130106,ANDRES DE VERA,1301
130107,FRANCISCO PACHECO,1301
130108,18 DE OCTUBRE,1301
130109,SIMON BOLIVAR,1301
130150,PORTOVIEJO,1301
130151,ABDON CALDERON (SAN FRANCISCO),1301
130152,ALHAJUELA (BAJO GRANDE),1301
130153,CRUCITA,1301
130154,PUEBLO NUEVO,1301
130155,RIOCHICO (RIO CHICO),1301
130156,SAN PLACIDO,1301
130157,CHIRIJOS,1301
130250,CALCETA,1302
130251,MEMBRILLO,1302
130252,QUIROGA,1302
130301,CHONE,1303
130302,SANTA RITA,1303
130350,CHONE,1303
130351,BOYACA,1303
130352,CANUTO,1303
130353,CONVENTO,1303
130354,CHIBUNGA,1303
130355,ELOY ALFARO,1303
130356,RICAURTE,1303
130357,SAN ANTONIO,1303
130401,EL CARMEN,1304
130402,4 DE DICIEMBRE,1304
130450,EL CARMEN,1304
130451,WILFRIDO LOOR MOREIRA (MAICITO),1304
130452,SAN PEDRO DE SUMA,1304
130550,FLAVIO ALFARO,1305
130551,SAN FRANCISCO DE NOVILLO CAB. EN NO,1305
130552,ZAPALLO,1305
130601,DOCTOR MIGUEL MORAN LUCIO,1306
130602,MANUEL INOCENCIO PARRALES Y GUALE,1306
130603,SAN LORENZO DE JIPIJAPA,1306
130650,JIPIJAPA,1306
130651,AMERICA,1306
130652,EL ANEGADO (CAB. EN ELOY ALFARO),1306
130653,JULCUY,1306
130654,LA UNION,1306
130656,MEMBRILLAL,1306
130657,PEDRO PABLO GOMEZ,1306
130658,PUERTO DE CAYO,1306
130750,JUNIN,1307
130801,LOS ESTEROS,1308
130802,MANTA,1308
130803,SAN MATEO,1308
130804,TARQUI,1308
130805,ELOY ALFARO,1308
130850,MANTA,1308
130851,SAN LORENZO,1308
130852,SANTA MARIANITA (BOCA DE PACOCHE),1308
130901,ANIBAL SAN ANDRES,1309
130902,MONTECRISTI,1309
130903,EL COLORADO,1309
130904,GENERAL ELOY ALFARO,1309
130905,LEONIDAS PROANO,1309
130950,MONTECRISTI,1309
130952,LA PILA,1309
131050,PAJAN,1310
131051,CAMPOZANO (LA PALMA DE PAJAN),1310
131052,CASCOL,1310
131053,GUALE,1310
131054,LASCANO,1310
131150,PICHINCHA,1311
131151,BARRAGANETE,1311
131152,SAN SEBASTIAN,1311
131250,ROCAFUERTE,1312
131301,SANTA ANA,1313
131302,LODANA,1313
131350,SANTA ANA DE VUELTA LARGA,1313
131351,AYACUCHO,1313
131352,HONORATO VASQUEZ (CAB EN VASQUEZ),1313
131353,LA UNION,1313
131355,SAN PABLO (CAB EN PUEBLO NUEVO),1313
131401,BAHIA DE CARAQUEZ,1314
131402,LEONIDAS PLAZA GUTIERREZ,1314
131450,BAHIA DE CARAQUEZ,1314
131453,CHARAPOTO,1314
131457,SAN ISIDRO,1314
131550,TOSAGUA,1315
131551,BACHILLERO,1315
131552,ANGEL PEDRO GILER (LA ESTANCILLA),1315
131650,SUCRE,1316
131651,BELLAVISTA,1316
131652,NOBOA,1316
131653,ARQUITECTO SIXTO DURAN BALLEN,1316
131750,PEDERNALES,1317
131751,COJIMIES,1317
131752,DIEZ DE AGOSTO,1317
131753,ATAHUALPA,1317
131850,OLMEDO,1318
131950,PUERTO LOPEZ,1319
131951,MACHALILLA,1319
131952,SALANGO,1319
132050,JAMA,1320
132150,JARAMIJO,1321
132250,SAN VICENTE,1322
132251,CANOA,1322
140150,MACAS,1401
140151,ALSHI (CAB EN 9 DE OCTUBRE),1401
140153,GENERAL PROAÐO,1401
140156,SAN ISIDRO,1401
140157,SEVILLA DON BOSCO,1401
140158,SINAI,1401
140160,ZUÐA (ZUÐAC),1401
140162,CUCHAENTZA,1401
140164,RIO BLANCO,1401
140201,GUALAQUIZA,1402
140202,MERCEDES MOLINA,1402
140250,GUALAQUIZA,1402
140251,AMAZONAS (ROSARIO DE CUYES),1402
140252,BERMEJOS,1402
140253,BOMBOIZA,1402
140254,CHIGUINDA,1402
140255,EL ROSARIO,1402
140256,NUEVA TARQUI,1402
140257,SAN MIGUEL DE CUYES,1402
140258,EL IDEAL,1402
140350,GENERAL LEONIDAS PLAZA GUTIERREZ,1403
140351,INDANZA,1403
140353,SAN ANTONIO CAB EN SAN ANTONIO CEN,1403
140356,SAN MIGUEL DE CONCHAY,1403
140357,STA SUSANA DE CHIVIAZA CAB EN CHIVIA,1403
140358,YUNGANZA (CAB EN EL ROSARIO),1403
140450,PALORA (METZERA),1404
140451,ARAPICOS,1404
140452,CUMANDA CAB EN COLONIA AGRICOLA S,1404
140454,SANGAY (CAB EN NAYAMANACA),1404
140455,16 DE AGOSTO,1404
140550,SANTIAGO DE MENDEZ,1405
140551,COPAL,1405
140552,CHUPIANZA,1405
140553,PATUCA,1405
140554,SAN LUIS DE EL ACHO (CAB EN EL ACHO),1405
140556,TAYUZA,1405
140557,SAN FRANCISCO DE CHINIMBIMI,1405
140650,SUCUA,1406
140651,ASUNCION,1406
140652,HUAMBI,1406
140655,SANTA MARIANITA DE JESUS,1406
140750,HUAMBOYA,1407
140751,CHIGUAZA,1407
140850,SAN JUAN BOSCO,1408
140851,PAN DE AZUCAR,1408
140852,SAN CARLOS DE LIMON,1408
140853,SAN JACINTO DE WAKAMBEIS,1408
140854,SANTIAGO DE PANANZA,1408
140950,TAISHA,1409
140951,HUASAGA (CAB EN WAMPUIK),1409
140952,MACUMA,1409
140953,TUUTINENTZA,1409
140954,PUMPUENTSA,1409
141050,LOGRONO,1410
141051,YAUPI,1410
141052,SHIMPIS,1410
141150,PABLO SEXTO,1411
141250,SANTIAGO,1412
141251,SAN JOSE DE MORONA,1412
150150,TENA,1501
150151,AHUANO,1501
150153,CHONTAPUNTA,1501
150154,PANO,1501
150155,PUERTO MISAHUALLI,1501
150156,PUERTO NAPO,1501
150157,TALAG,1501
150158,SAN JUAN DE MUYUNA,1501
150350,ARCHIDONA,1503
150352,COTUNDO,1503
150354,SAN PABLO DE USHPAYACU,1503
150356,HATUN SUMAKU,1503
150450,EL CHACO,1504
150451,GONZALO DIAZ DE PINEDA (EL BOMBON),1504
150452,LINARES,1504
150453,OYACACHI,1504
150454,SANTA ROSA,1504
150455,SARDINAS,1504
150750,BAEZA,1507
150751,COSANGA,1507
150752,CUYUJA,1507
150753,PAPALLACTA,1507
150754,SAN FRANCISCO DE BORJA VIRGILIO DAVI,1507
150756,SUMACO,1507
150950,CARLOS JULIO AROSEMENA TOLA,1509
160150,PUYO,1601
160152,CANELOS,1601
160154,DIEZ DE AGOSTO,1601
160155,FATIMA,1601
160156,MONTALVO (ANDOAS),1601
160157,POMONA,1601
160158,RIO CORRIENTES,1601
160159,RIO TIGRE,1601
160161,SARAYACU,1601
160162,SIMON BOLIVAR (CAB. EN MUSHULLACTA),1601
160163,TARQUI,1601
160164,TENIENTE HUGO ORTIZ,1601
160165,VERACRUZ (INDILLAMA) CAB. EN INDILLA,1601
160166,EL TRIUNFO,1601
160250,MERA,1602
160251,MADRE TIERRA,1602
160252,SHELL,1602
160350,SANTA CLARA,1603
160351,SAN JOSE,1603
160450,ARAJUNO,1604
160451,CURARAY,1604
170101,BELISARIO QUEVEDO,1701
170102,CARCELEN,1701
170103,CENTRO HISTORICO,1701
170104,COCHAPAMBA,1701
170105,COMITE DEL PUEBLO,1701
170106,COTOCOLLAO,1701
170107,CHILIBULO,1701
170108,CHILLOGALLO,1701
170109,CHIMBACALLE,1701
170110,EL CONDADO,1701
170111,GUAMANI,1701
170112,INAQUITO,1701
170113,ITCHIMBIA,1701
170114,JIPIJAPA,1701
170115,KENNEDY,1701
170116,LA ARGELIA,1701
170117,LA CONCEPCION,1701
170118,LA ECUATORIANA,1701
170119,LA FERROVIARIA,1701
170120,LA LIBERTAD,1701
170121,LA MAGDALENA,1701
170122,LA MENA,1701
170123,MARISCAL SUCRE,1701
170124,PONCEANO,1701
170125,PUENGASI,1701
170126,QUITUMBE,1701
170127,RUMIPAMBA,1701
170128,SAN BARTOLO,1701
170129,SAN ISIDRO DEL INCA,1701
170130,SAN JUAN,1701
170131,SOLANDA,1701
170132,TURUBAMBA,1701
170150,QUITO DISTRITO METROPOLITANO DE QU,1701
170151,ALANGASI,1701
170152,AMAGUAÐA,1701
170153,ATAHUALPA (HABASPAMBA),1701
170154,CALACALI,1701
170155,CALDERON (CARAPUNGO),1701
170156,CONOCOTO,1701
170157,CUMBAYA,1701
170158,CHAVEZPAMBA,1701
170159,CHECA (CHILPA),1701
170160,EL QUINCHE,1701
170161,GUALEA,1701
170162,GUANGOPOLO,1701
170163,GUAYLLABAMBA,1701
170164,LA MERCED,1701
170165,LLANO CHICO,1701
170166,LLOA,1701
170168,NANEGAL,1701
170169,NANEGALITO,1701
170170,NAYON,1701
170171,NONO,1701
170172,PACTO,1701
170174,PERUCHO,1701
170175,PIFO,1701
170176,PINTAG,1701
170177,POMASQUI,1701
170178,PUELLARO,1701
170179,PUEMBO,1701
170180,SAN ANTONIO,1701
170181,SAN JOSE DE MINAS,1701
170183,TABABELA,1701
170184,TUMBACO,1701
170185,YARUQUI,1701
170186,ZAMBIZA,1701
170202,CAYAMBE,1702
170203,JUAN MONTALVO,1702
170250,CAYAMBE,1702
170251,ASCAZUBI,1702
170252,CANGAHUA,1702
170253,OLMEDO (PESILLO),1702
170254,OTON,1702
170255,SANTA ROSA DE CUZUBAMBA,1702
170256,SAN JOSE DE AYORA,1702
170350,MACHACHI,1703
170351,ALOAG,1703
170352,ALOASI,1703
170353,CUTUGLAHUA,1703
170354,EL CHAUPI,1703
170355,MANUEL CORNEJO ASTORGA (TANDAPI),1703
170356,TAMBILLO,1703
170357,UYUMBICHO,1703
170450,TABACUNDO,1704
170451,LA ESPERANZA,1704
170452,MALCHINGUI,1704
170453,TOCACHI,1704
170454,TUPIGACHI,1704
170501,SANGOLQUI,1705
170502,SAN PEDRO DE TABOADA,1705
170503,SAN RAFAEL,1705
170550,SANGOLQUI,1705
170551,COTOGCHOA,1705
170552,RUMIPAMBA,1705
170750,SAN MIGUEL DE LOS BANCOS,1707
170751,MINDO,1707
170850,PEDRO VICENTE MALDONADO,1708
170950,PUERTO QUITO,1709
180101,ATOCHA – FICOA,1801
180102,CELIANO MONGE,1801
180103,HUACHI CHICO,1801
180104,HUACHI LORETO,1801
180105,LA MERCED,1801
180106,LA PENINSULA,1801
180107,MATRIZ,1801
180108,PISHILATA,1801
180109,SAN FRANCISCO,1801
180150,AMBATO,1801
180151,AMBATILLO,1801
180152,ATAHUALPA (CHISALATA),1801
180153,AUGUSTO N. MARTINEZ (MUNDUGLEO),1801
180154,CONSTANTINO FERNANDEZ CAB. EN CULL,1801
180155,HUACHI GRANDE,1801
180156,IZAMBA,1801
180157,JUAN BENIGNO VELA,1801
180158,MONTALVO,1801
180159,PASA,1801
180160,PICAIGUA,1801
180161,PILAGUIN (PILAHUIN),1801
180162,QUISAPINCHA (QUIZAPINCHA),1801
180163,SAN BARTOLOME DE PINLLO,1801
180164,SAN FERNANDO (PASA SAN FERNANDO),1801
180165,SANTA ROSA,1801
180166,TOTORAS,1801
180167,CUNCHIBAMBA,1801
180168,UNAMUNCHO,1801
180250,BANOS DE AGUA SANTA,1802
180251,LLIGUA,1802
180252,RIO NEGRO,1802
180253,RIO VERDE,1802
180254,ULBA,1802
180350,CEVALLOS,1803
180450,MOCHA,1804
180451,PINGUILI,1804
180550,PATATE,1805
180551,EL TRIUNFO,1805
180552,LOS ANDES (CAB. EN POATUG),1805
180553,SUCRE (CAB. EN SUCRE-PATATE URCU),1805
180650,QUERO,1806
180651,RUMIPAMBA,1806
180652,YANAYACU- MOCHAPATA CAB. EN YANA,1806
180701,PELILEO,1807
180702,PELILEO GRANDE,1807
180750,PELILEO,1807
180751,BENITEZ (PACHANLICA),1807
180752,BOLIVAR,1807
180753,COTALO,1807
180754,CHIQUICHA CAB. EN CHIQUICHA GRANDE,1807
180755,EL ROSARIO (RUMICHACA),1807
180756,GARCIA MORENO (CHUMAQUI),1807
180757,GUAMBALO (HUAMBALO),1807
180758,SALASACA,1807
180801,CIUDAD NUEVA,1808
180802,PILLARO,1808
180850,PILLARO,1808
180851,BAQUERIZO MORENO,1808
180852,EMILIO MARIA TERAN (RUMIPAMBA),1808
180853,MARCOS ESPINEL (CHACATA),1808
180854,PRESIDENTE URBINA CHAGRAPAMBA -PA,1808
180855,SAN ANDRES,1808
180856,SAN JOSE DE POALO,1808
180857,SAN MIGUELITO,1808
180950,TISALEO,1809
180951,QUINCHICOTO,1809
190101,EL LIMON,1901
190102,ZAMORA,1901
190150,ZAMORA,1901
190151,CUMBARATZA,1901
190152,GUADALUPE,1901
190153,IMBANA (LA VICTORIA DE IMBANA),1901
190155,SABANILLA,1901
190156,TIMBARA,1901
190158,SAN CARLOS DE LAS MINAS,1901
190250,ZUMBA,1902
190251,CHITO,1902
190252,EL CHORRO,1902
190254,LA CHONTA,1902
190256,PUCAPAMBA,1902
190259,SAN ANDRES,1902
190350,GUAYZIMI,1903
190351,ZURMI,1903
190352,NUEVO PARAISO,1903
190450,28 DE MAYO (SAN JOSE DE YACUAMBI),1904
190451,LA PAZ,1904
190452,TUTUPALI,1904
190550,YANTZAZA (YANZATZA),1905
190551,CHICAÐA,1905
190553,LOS ENCUENTROS,1905
190650,EL PANGUI,1906
190651,EL GUISME,1906
190652,PACHICUTZA,1906
190653,TUNDAYME,1906
190750,ZUMBI,1907
190752,TRIUNFO-DORADO,1907
190753,PANGUINTZA,1907
190850,PALANDA,1908
190851,EL PORVENIR DEL CARMEN,1908
190852,SAN FRANCISCO DEL VERGEL,1908
190853,VALLADOLID,1908
190854,LA CANELA,1908
190950,PAQUISHA,1909
190951,BELLAVISTA,1909
190952,NUEVO QUITO,1909
200150,PUERTO BAQUERIZO MORENO,2001
200151,EL PROGRESO,2001
200152,ISLA SANTA MAR═A (FLOREANA) CAB. EN,2001
200250,PUERTO VILLAMIL,2002
200251,TOMAS DE BERLANGA (SANTO TOMAS),2002
200350,PUERTO AYORA,2003
200351,BELLAVISTA,2003
200352,SANTA ROSA,2003
210150,NUEVA LOJA,2101
210152,DURENO,2101
210153,GENERAL FARFAN,2101
210155,EL ENO,2101
210156,PACAYACU,2101
210157,JAMBELI,2101
210158,SANTA CECILIA,2101
210160,10 DE AGOSTO,2101
210250,LUMBAQUI,2102
210251,EL REVENTADOR,2102
210252,GONZALO PIZARRO,2102
210254,PUERTO LIBRE,2102
210350,PUERTO EL CARMEN DEL PUTUMAYO,2103
210351,PALMA ROJA,2103
210352,PUERTO BOLIVAR (PUERTO MONTUFAR),2103
210353,PUERTO RODRIGUEZ,2103
210354,SANTA ELENA,2103
210450,SHUSHUFINDI,2104
210451,LIMONCOCHA,2104
210452,PAÐACOCHA,2104
210453,SAN ROQUE (CAB. EN SAN VICENTE),2104
210454,SAN PEDRO DE LOS COFANES,2104
210455,SIETE DE JULIO,2104
210550,LA BONITA,2105
210551,EL PLAYON DE SAN FRANCISCO,2105
210552,LA SOFIA,2105
210553,ROSA FLORIDA,2105
210554,SANTA BARBARA,2105
210650,EL DORADO DE CASCALES,2106
210651,SANTA ROSA DE SUCUMBIOS,2106
210652,SEVILLA,2106
210750,TARAPOA,2107
210751,CUYABENO,2107
210752,AGUAS NEGRAS,2107
220150,PUERTO FRANCISCO DE ORELLANA EL CO,2201
220151,DAYUMA,2201
220152,TARACOA (NUEVA ESPERANZA: YUCA),2201
220153,ALEJANDRO LABAKA,2201
220154,EL DORADO,2201
220155,EL EDEN,2201
220156,GARCIA MORENO,2201
220157,INES ARANGO (CAB. EN WESTERN),2201
220158,LA BELLEZA,2201
220159,NUEVO PARAISO (CAB. EN UNION ),2201
220160,SAN JOSE DE GUAYUSA,2201
220161,SAN LUIS DE ARMENIA,2201
220250,NUEVO ROCAFUERTE,2202
220251,CAPITAN AUGUSTO RIVADENEYRA,2202
220252,CONONACO,2202
220253,SANTA MARIA DE HUIRIRIMA,2202
220254,TIPUTINI,2202
220255,YASUNI,2202
220350,LA JOYA DE LOS SACHAS,2203
220351,ENOKANQUI,2203
220352,POMPEYA,2203
220353,SAN CARLOS,2203
220354,SAN SEBASTIAN DEL COCA,2203
220355,LAGO SAN PEDRO,2203
220356,RUMIPAMBA,2203
220357,TRES DE NOVIEMBRE,2203
220358,UNION MILAGREÐA,2203
220450,LORETO,2204
220451,AVILA (CAB. EN HUIRUNO),2204
220452,PUERTO MURIALDO,2204
220453,SAN JOSE DE PAYAMINO,2204
220454,SAN JOSE DE DAHUANO,2204
220455,SAN VICENTE DE HUATICOCHA,2204
230101,ABRAHAM CALAZACON,2301
230102,BOMBOLI,2301
230103,CHIGUILPE,2301
230104,RIO TOACHI,2301
230105,RIO VERDE,2301
230106,SANTO DOMINGO DE LOS COLORADOS,2301
230107,ZARACAY,2301
230150,SANTO DOMINGO DE LOS COLORADOS,2301
230151,ALLURIQUIN,2301
230152,PUERTO LIMON,2301
230153,LUZ DE AMERICA,2301
230154,SAN JACINTO DEL BUA,2301
230155,VALLE HERMOSO,2301
230156,EL ESFUERZO,2301
230157,SANTA MARIA DEL TOACHI,2301
230250,LA CONCORDIA,2302
230251,MONTERREY,2302
230252,LA VILLEGAS,2302
230253,PLAN PILOTO,2302
240101,BALLENITA,2401
240102,SANTA ELENA,2401
240150,SANTA ELENA,2401
240151,ATAHUALPA,2401
240152,COLONCHE,2401
240153,CHANDUY,2401
240154,MANGLARALTO,2401
240155,SIMON BOLIVAR (JULIO MORENO),2401
240156,SAN JOSE DE ANCON,2401
240250,LA LIBERTAD,2402
240301,CARLOS ESPINOZA LARREA,2403
240302,GENERAL ALBERTO ENRIQUEZ GALLO,2403
240303,VICENTE  ROCAFUERTE,2403
240304,SANTA ROSA,2403
240350,SALINAS,2403
240351,ANCONCITO,2403
240352,JOSE LUIS TAMAYO (MUEY),2403
900151,LAS GOLONDRINAS,9001
900451,EL PIEDRERO,9004